"Question","Breakdown1","Breakdown1Code","Breakdown2","Breakdown2Code","value"
"Number of OAPs active during the period with a distance of 100km or greater","Gender","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","Gender","1","","","111"
"Number of OAPs active during the period with a distance of 100km or greater","Gender","2","","","93"
"Number of OAPs active during the period with a distance of 100km or greater","Gender","9","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","Gender","X","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","MhaStatus","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","MhaStatus","1","","","114"
"Number of OAPs active during the period with a distance of 100km or greater","MhaStatus","2","","","90"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","10","","","200"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","11","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","12","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","13","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","14","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","OutOfAreaReason","15","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","01","","","6"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","02","","","76"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","03","","","20"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","04","","","21"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","05","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","06","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","07","","","2"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","08","","","4"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","09","","","5"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","10","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","11","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","12","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","13","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","14","","","19"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","15","","","8"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","16","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","17","","","1"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","18","","","40"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","19","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","20","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","21","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","22","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","PrimaryDiagnosis","23","","","0"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","England","","","204"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","8HR47","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","999","","","10"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","AHL","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NFJ","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NHV","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NMJ","","","30"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NMQ","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NMV","","","30"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NNF","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NQ4","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NQL","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NR0","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NR5","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NTN","","","100"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NTT","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NV2","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","NYA","","","10"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","R1A","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","R1C","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","R1E","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","R1F","","","*"
"Number of OAPs active during the period with a distance of 100km or greater","ReceivingProvider","RA9","","","*"
